Post#,Post,Relevance,Sentiment,AD?
651232,十几块钱嘞蜂花完全用出了八十块钱施华蔻效果。。。@花田半亩但无花 @风的道口落泪 @路德维希闹革命 @Ss--capoupascap 首用强推[haha][haha][haha],Y,AMBIGUOUS,
629127,什么是概念 - 什么是概念？苹果的ios是概念，三星的人机合一是概念，海飞丝去屑是概念飘柔柔顺是概念，蒙牛和伊利除了概念不同以外，其余一 原文地址： http://t.cn/zRtj5Jk,Y,"Head&shoulders=POS
 Rejoice=POS",
795010,#没得比个护化妆#亚马逊中国（卓越）[全国]：VS 沙宣 垂坠质感套装（洗发露750ml+润发乳750ml） 活动价格￥59.50 http://t.cn/zTYEVl0,Y,NEU,
403806,毛豆豆：我用潘婷~啊哈哈哈哈~,y,neu,
450544,潘婷，你真该死！,N,,
675360,#唯品会6月爱特卖#炎炎夏日，高温来袭，身体要防暑，皮肤更要防晒！你做好防晒措施了吗？施华蔻Schwarzkopf日化线洗护专场，开抢时间：6月06日 10:00，还有专场商品数多款选择！折后最高满199减100！分享还能再领5个红包喔！http://t.cn/RvMU4Wm,Y,AMBIGUOUS,
238484,#丝源头皮健康学院# “忽如一夜春风来，千树万树梨花开。”，@海飞丝丝源复活 http://t.cn/zTO5gC9,N,,
778222,我刚刚上传了一条视频：沙宣讲师美发视频 剪发美发课程 ，快来看吧。http://t.cn/8kqLbkE,N,,
724706,卡诗、施华蔻、欧莱雅、 我在:http://t.cn/zHjUjFW,?,,
30120,对于【高清回顾恒大战拜仁】我有最独到见地。@陈行轩心婷 @黄子雯秉财亦玲 @刘美蓉慧欣俊涵 都给捧个场，为我的#清扬冠军见地#转发喝彩！你也有最神的评论？来@Clear清扬 亮出来瞧瞧：  http://t.cn/8kTnck9,N,,
280955,#我的欧莱雅秀发非凡时刻#我喜欢欧莱雅奇焕润发精油，就像我喜欢吃饭一样，因为它必不可少！,Y,POS,
611110,神兽出没，闲人避让。哎···[自行车]·“飘柔，就是这么自信！”,Y,NEU,SARCASTIC
779610,"【不做春日稻草人！沙宣修复水养洗发露评测（全文）】不做春日稻草人！沙宣修复水养洗发露评测,减肥 美体 http://t.cn/zTwSw1k",Y,NEU,
593694,用飘柔[吃惊]，就是这么自信！,Y,NEU,SARCASTIC
295732,想接完再染头发的妹子自己带染发膏来我免费帮你们染吧，建议大家买欧莱雅的shoppers就有卖，欧莱雅褪色很慢能抱持挺久的颜色，或者丽晶和T&T里面有卖那种日本泡沫染发剂的，那种也上色很好看，理发店染一个头发最少要150$，你们自己带染发剂来我就不收染头发钱了 帮你们省点钱。,N,,
124177,海飞丝，讨厌你没理由！！！！,?,,
705062,🎉🎉✨春节要来了，假期要来了，亲们可以带上小样出发旅行咯✨68⃣️元（5）套咯。🔥🔥💫💫正品 施华蔻水润净屑臻选体验装四件套4件套 旅行套装🌀💦,Y,NEU,advertisement
160195,好幸运！我刚刚在#丝源会#中抽到了丝源音乐盒，可以拿积分制作更多的花盆、兑换更多优惠劵和奖品咯！@海飞丝丝源复活 http://t.cn/8Fi0Smw,N,,
92923,老婆，给你商量个[雪花]事好么？下次把你的洁尔荫放得离我的海飞丝远一点.......,Y,NEU,SARCASTIC
505460,Pantene 潘婷 clinicare 丰盈润泽 秀发凝萃液 120ml http://t.cn/zTyz6PJ,Y,NEU,advertisement
792721,沙宣老师，每个的表达能力都很强，每个老师的风格都不一样。     今天问了老师一个问题：‘为什么每节课的老师都不一样。’ 老外老师回答说 ：每次都看到的都是同一个学生，祢不觉得很烦吗？   如此的答案：硪晕。,N,,
224463,今天，#丝源头皮健康学院#和大家分享的是“漫画课”每天都有新知识，完成学习还能得到学分、得大奖，你要不要参加呢？ @海飞丝丝源复活 （http://t.cn/zHIcWhV）,N,,
288001,#商家介绍#【你和我美发馆】是我和你的分店，店内以施华蔻、欧莱雅和国际欧芭为主要牌子，拥有一批优秀的发型师和形象造型搭配师。你和我美发馆用贴心和专业的服务，让客人真正感受到一种由内而外的改变。地址：禅城区彩虹路怡翠宏璟4号铺电话：0757-82095981。详情请登录：http://t.cn/8swjXf2,N,,
176906,好幸运！我刚刚在#丝源会#中抽到了丝源音乐盒，可以拿积分制作更多的花盆、兑换更多优惠劵和奖品咯！@海飞丝丝源复活 http://t.cn/8Fv2MtI,N,,
373261,大宝的，1⃣️加州宝宝泡泡浴，用完得囤货的好物。新换的欧莱雅🍒杏仁味洗发水。2⃣️Aveeno洗发水沐浴露，沐浴乳很滋润 洗发水冬季用感觉有点干。3⃣️kiehls面霜很滋润，合适冬天。4⃣️aveeno身体乳，每天洗好澡小妖怪自己抹全身。5⃣️orajel牙膏。👸二宝的，6⃣️加州宝宝系列。,Y,NEU,advertisement
523053,爱，哪能这么容易放手！ 飘柔微电影：爱，不释手！http://t.cn/RhAkMIm,N,,
159298,大家快来看，这是我刚刚#丝源会#中做的头像花盆，你是否也希望和我一样，有一个印着属于自己头像的定制花盆呢？现在就加入丝源会，绘制属于自己的头像，建筑你的丝之花“源”吧。@海飞丝丝源复活 http://t.cn/8F64d2E,N,,
67359,什么❓你说你用海飞丝❕潘婷❕清扬❕伊卡璐❕沙宣等❕全是名牌，结果怎么样，全含硅油😒很想问，含硅油的洗护产品如何去屑？？如何去油？？如何不掉发？？如何恢复头发的健康？一禾三生帮你解决，感兴趣的联系微信：ln198297,Y,"Head&shoulders=NEG
 Pantene=NEG
 Clear=NEG
 Vidal Sassoon=NEG",
441415,必须给潘婷的护发点赞[给力] 之前打次家里一瓶别的牌子的护发，那效果，唉。。。杠杆的差啊[哼],Y,POS,
275220,#我的欧莱雅秀发非凡时刻#@云雨圣域 @何必TM纠结 @男神女神美翻天 为什么你想拥有和她一样的头发,N,,
223629,【王力宏】【发图】他是王力宏，他也可以很囧很萌很搞笑[星]哈哈。。。 这个表情头发都好搞笑。。。 真的很想捏脸啊~~ 你真的有那么老吗？？？？？？。点评：这个好像是拍海飞丝的广告啊~~~当初第一次看到那个广告的时候我还一直在确定她是二哥吧，没错吧没错…-王力宏@王力宏,N,,
645354,@蘑菇街 http://t.cn/zTa9yQa清扬，飘柔，海飞丝，沙宣，脱普花香，佳雪，百雀灵，上百款产品全新上市，快来选购！,Y,NEU,
372152,韩国大叔看到我的头发说我像韩国人，还说你完全可以报名参加#欧莱雅炫发大赛#了，我不明所以然。求解释？,N,,
221801,[笑哈哈]以后都给我喝冰绿茶！@田喜碧Hebe @北极心BL @路飞119 @王甜wangtian_ @章家巍 @一年一班第一名 @海飞丝实力派 @听说名字长很拉风所以我起这么长 @邪恶的善意 @函开 @在路上_追寻着什么,N,,
261806,相信专业大师级的美发产品 Franck Provost是Provalliance集团旗下排行第一的美发沙龙品牌集团介绍： 在超过30个国家设立超过800家沙龙 &ldquo;创造女性化且容易打理的发型&rdquo; 每年为超过700万顾客提供专业的美发服务 Franck Provost独一无二 巴黎欧莱雅和巴黎卡诗全球最大客户,N,,
729524,明明是很fashion的沙宣头，为什么安到我头上像老奶奶捏！😭,n,,
782468,有人喝维达.沙宣。,N,,
43701,特反感那些在炫富的人。本尊的牙膏用的是高露洁，洗发水是清扬，哪样不是名牌？每天坐着几百万的公交车上班，并和五百强企业，建设银行，工商银行，中移动，中石油，国家电网等保持长期稳定的合作关系。你有见我炫耀吗？,Y,NEU,SARCASTIC
592487,当微风吹起，你柔顺的秀发随风舞动，隐约间，透着淡淡的飘柔香，这让我爱上你。#美容##护肤##快乐##人生#,N,,
141981,好幸运！我刚刚在#丝源会#中抽到了发肌专家咨询，可以拿积分制作更多的花盆、兑换更多优惠劵和奖品咯！@海飞丝丝源复活 http://t.cn/8F3f3h3,N,,
661412,额，亚马逊400ml施华蔻24.7元！满减后新低价：Schwarzkopf 施华蔻 水凝胶原修护 洗发露 400ml 33元（可99减25，低至24.7/瓶）-没得比 http://t.cn/RhzxM5l ,Y,NEU,advertisement
637387,转自@糗事百科 用了飘柔，全身就是这么自信！,Y,NEU,SARCASTIC
660122,#个护#施华蔻 | 施华寇微信活动，连续签到可以抽奖iPad mini~    BY：Mcdull-Season http://t.cn/RhbIxg9,N,,
416117,#精彩微互动#Miss护@护舒宝 带来的小伙伴PureHada，天猫首发销量就破万[鼓掌]！PureHada纯肌系列能做到2倍超吸收、让你远离渗漏和异味的秘诀，你知道是什么吗？关注@宝洁精彩每一天 转发说出答案，潘婷好礼等你来拿~,N,,
647122,✨头发严重分叉、干枯、没光泽、打结的，我真心推荐这个给你！💓店主亲自试用，用一次就会爱上它😭头发能不能不要这么顺滑呢！很滑很顺很香🙅再说一次，真是超级好用！比起欧莱雅施华蔻好用nnn倍😏😏 因为自己用了实在太好用又超实惠才进货和大家分享,Y,NEG,advertisement
36957,#扁舟润丰—大学生创业店#清扬男士活力运动薄荷型去屑洗发露400ml 送160ml小件一个http://t.cn/8kZOE9Q,Y,NEU,
350347,妈妈再也不用担心我的发质问题啦#欧莱雅护发土豪金#,Y,POS,
268775,"#我的欧莱雅秀发非凡时刻#@melody_xD女亭 我亲爱的伙伴们 和我一起加入欧莱雅""懒""美人秘社吧 在里面一起学习美容知识，一起变得漂漂亮亮",N,,
180872,发表了一篇转载博文 《[转载]海飞丝芳》 -  http://t.cn/8k3tr6C,N,,
392888,呵护您的秀发，正品卡诗欧莱雅系列，亲，我家宝贝又有上新了，快来看看吧！ 保湿霜滋润补水保湿抗氧化损伤修复稚优泉 深海经典保湿面霜 http://t.cn/zH23OjQ,Y,NEU,advertisement
691140,"【Schwarzkopf施华蔻 柔丝顺滑精华液 50ML   ，￥108,满200减50低至￥83/支】Schwarzkopf施华蔻创立于1898年德国，是当今世界三大美发化妆品品牌之一。在中国很多人叫其为“黑人头”被沙龙发型师所认可，尚丝 http://t.cn/8sjNQ7R",Y,NEU,advertisement
242145,我刚刚在#丝源头皮健康学院#学习到了“环境课”，获得10学分，积攒学分、浇灌丝源之花、赢Macbook air 大奖，一起来吧！ @海飞丝丝源复活 （http://t.cn/zT5Ng4Z）,N,,
14577,"我参与了@新浪财经 发起的投票【清扬飘柔洗发水防腐剂含量较高 您还会选择使用吗？】，我投给了""不会""这个选项。你也快来表态吧：http://t.cn/8sYEQEG",Y,NEG,advertisement
794944,我试用了沙宣修护水养发质重塑发膜，我觉得：很喜欢沙宣的东东 洗完头发很顺 一点不不毛糙了 颜色也很亮 http://t.cn/zTT5KeX  （分享自 @喜试网）,Y,POS,
156507,好幸运！我刚刚在#丝源会#中抽到了丝源音乐盒，可以拿积分制作更多的花盆、兑换更多优惠劵和奖品咯！@海飞丝丝源复活 http://t.cn/8FSPLDY,N,,
196258,好幸运！我刚刚在#丝源会#中抽到了丝源音乐盒，可以拿积分制作更多的花盆、兑换更多优惠劵和奖品咯！@海飞丝丝源复活 http://t.cn/8kLsgkZ,N,,
90558,#和4G快享盛宴# 我在超级竞猜活动中成功闯过5关，转发微博参与抽奖，iPhone5S等你拿！竞猜拿大奖，乐趣无限享！@中国移动10086官方微博，详情请点击：http://t.cn/Rvxzadj @七哥蛋挞总部 @nubia智能手机 @海飞丝丝源复活,N,,
221152,@海飞丝丝源复活 活動開始咯！@井柏然资讯直通车  我在:http://t.cn/zHnMti6,N,,
19854,对于【科沃尔招牌三分】我有最独到见地。@威伦志旭容德 @李逸松意秀昱如 @侯俊玉琬德士璇 都给捧个场，为我的#清扬冠军见地#转发喝彩！你也有最神的评论？来@Clear清扬 亮出来瞧瞧：  http://t.cn/8FpLdWh,N,,
535570,阳光越过窗沿，午后慵懒的天，白云卷起日头，映在水里的面。秋风过境的思念，拖着如醉的枫叶，洒在湖的中间。远山传来的歌声，泛起了秋日的涧，水波柔柔的清潭里，小鱼儿轻轻的转。水草的飘柔，奏出曼妙的五线谱，你跳动的音符，如梦的舞出清影，映在画里的涧。【精选语录】,N,,
578606,"大庆14家店内599件飘柔、海飞丝等“品牌洗护”全是假的-大庆,冒牌,飘柔,海飞丝-东北网黑龙江 大庆14家店内599件飘柔、海飞丝等“品牌洗护”全是假的 http://t.cn/Rvr697M",Y,NEU,advertisement
58256,帕凡尼洗护神器有人说我家洗护贵，看你拿它与什么比，几十的海飞丝、沙宣相比它是贵你要这么想，那些洗了跟没洗一样的产品，你还愿意花几十块洗那么多年？觉得洗什么不是洗，洗干净就好！如果这么想那我无话可说想要改善发质保养头发的亲可以来找我试试我家的帕凡尼不会让你失望 http://t.cn/RzWBrUk,Y,"hEAd&shoulders=NEG
 Vidal Sassoon=NEG",advertisement
176126,好幸运！我刚刚在#丝源会#中抽到了发肌专家咨询，可以拿积分制作更多的花盆、兑换更多优惠劵和奖品咯！@海飞丝丝源复活 http://t.cn/8FPg2sn,N,,
265904,欧莱雅 L'Oreal 专业植萃 - 橄榄润发洗发露 (蓬乱枯哑秀发) 250ml/8.45oz 深层日常洗发露，含有天然麸油和橄榄油，温和洁净秀发，不会打乱秀发天然平衡。令秀发柔顺亮泽。适合厚实枯哑蓬乱秀发。不含防腐剂，矽脂，人造色素或香料。 更多优惠到草莓网查看 http://t.cn/zRlgFjx,y,neu,advertisement
364591,我的头发发质不好，也想参加#欧莱雅炫发大赛#怎么办呢,N,,
247142,#欧莱雅一滴改变等你见证#@24_01 @只活在夏天 @卫里蓓w 吸油面纸视频(http://t.cn/R78YNWC ，赶快来看一下欧莱雅奇焕润发精油的吸油面纸实验吧，你肯定会想马上试试它的！,N,,
421475,我试用了潘婷乳液修复润发精华素，我觉得：大牌子 ，质量就是 好 ，头发没有 毛躁 感，滑滑的 （分享自 @喜试网） http://t.cn/8sHSbAM ,Y,POS,
259581,烫手的反馈[鼓掌][鼓掌][鼓掌]，人手一瓶的节奏，如果你还在用海飞丝，欧莱雅，韩国的吕等洗护二合一的洗发，你就out了，看看玖蔻，禁止淘宝的独家销售，我们抵制假货，控制货源泛滥，只为做到更好[爱你][爱你][爱你]，微信dandan613327,Y,"Head&shoulders=NEG
 L'Oreal=NEG",
255550,宝洁、屈臣氏等四大日化品牌疑偷工减料 产品缺斤少两   　　消费者平时购买洗发水、沐浴露时很少怀疑商品是否给够了量，然而，联合利华、宝洁、屈臣氏、欧莱雅四大国际品牌的相关产品却在抽检中发现“缺斤少两”。 　　>>质监抽查 　　国际大牌登上黑榜 　　记者昨天了解到，广州质监 ...,Y,NEG,
639077,三十块买一天半假，好嗨皮～@浪子不再回头LT @东汉末年分三锅 @涟漪ooO @檸小初要起床 @贫僧也曾用飘柔 @彤底底笑点低 @唔啦剌 我在:http://t.cn/zHESDnp,N,,
569097,#花子看美容#8月4日长沙市食品药品监督管理局集中行动，打击整治非法销售假劣化妆品共查处3个假冒产品储存仓库和4家销售“三无”韩国进口化妆品的连锁门店。查获标示生产企业为“广州宝洁”的海飞丝、潘婷、飘柔洗发露和舒肤佳香皂共计4万余瓶(块)和标示生产厂家为“蓝月亮”芦荟抑菌洗手液5600余瓶,Y,NEU,advertisement
589408,爱美的姑娘们喜欢时不时变换发型，但每次“大动干戈”都容易使秀发变得干枯脆弱。不用担心！飘柔人参滋养系列可以滋润受损发质，修护毛鳞片，让你“一梳到底”，体验比真丝更顺滑的触感。,Y,NEU,advertisement
